ID;CLASE;SUBCLASE;SUPERORDER;ORDER;SUBORDER;SUPERCOHORT;COHORT;SUBCOHORT;SUPERFAMILY;FAMILY;GENERA;SPECIE;G_SP;RESOURCE;METHOD;TAXONOMIC_LEVEL;ID_ESM_I
1;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;sap. fun.;obs.;GENERA;1
2;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;myco.;obs.;GENERA;1
3;Arachnida;Acari;Parasitiformes;Opilioacarida;;;;;Opilioacaroidea;Opilioacaridae;;;OPILIOACARIDAE;carrion;obs.;FAMILY;1
4;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Polyaspidoidea;Dythinnozerconidae;Caminella;peraphora;Caminella peraphora;m.fau;assay;SPECIE;1
5;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Polyaspidoidea;Dythinnozerconidae;Polyaspis;sp.;Polyaspis sp.;coll.;obs.;GENERA;1
6;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Polyaspidoidea;Dythinnozerconidae;Polyaspis;sp.;Polyaspis sp.;m.fau;obs.;GENERA;1
7;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Uropodoidea;Dinychidae;Dinychus;perforatus;Dinychus perforatus;bac.;assay;SPECIE;1
8;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Epicrioidea;Epicridae;;;EPICRIDAE;sap. fun.;mouth;FAMILY;1
9;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Epicrioidea;Epicridae;;;EPICRIDAE;myco.;mouth;FAMILY;1
10;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;;;DIGAMASELLIDAE;coll.;obs.;FAMILY;1
11;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;;;DIGAMASELLIDAE;mites;obs.;FAMILY;1
12;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;;;DIGAMASELLIDAE;m.fau;obs.;FAMILY;1
13;Arachnida;Acari;Acariformes;Trombidiformes;Sphaerolichida;;;;;Sphaerolichidae;Sphaerolichus;sp.;Sphaerolichos sp.;m.fau;obs.;GENERA;1
14;Arachnida;Acari;Acariformes;Trombidiformes;Sphaerolichida;;;;;Sphaerolichidae;Sphaerolichus;sp.;Sphaerolichos sp.;coll.;obs.;GENERA;1
15;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Labidostomatides;;;Labidostomatoidea;Labidostomidae;;;LABIDOSTOMIDAE ;coll.;obs.;FAMILY;1
16;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Labidostomatides;;;Labidostomatoidea;Labidostomidae;;;LABIDOSTOMIDAE ;mites;obs.;FAMILY;1
17;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Labidostomatides;;;Labidostomatoidea;Labidostomidae;Nicotiella;pacifica;Nicotiella pacifia;coll.;obs.;SPECIE;1
18;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Anystides;Anystina;;Adamystoidea;Adamystidae;;;ADAMYSTIDAE;m.fau;obs.;FAMILY;1
19;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Anystides;Anystina;;Adamystoidea;Adamystidae;;;ADAMYSTIDAE;coll.;obs.;FAMILY;1
20;Arachnida;Acari;Parasitiformes;Opilioacarida;;;;;Opilioacaroidea;Anystidae;;;ERYTHACARINAE;m.fau;obs.;FAMILY;1
21;Arachnida;Acari;Parasitiformes;Opilioacarida;;;;;Opilioacaroidea;Anystidae;;;ERYTHACARINAE;coll.;obs.;FAMILY;1
22;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Palaeosomatides;;;Palaeacaroidea;Palaeacaridae;Palaeacarus;hystricinus;Palaeacarus hystricinus;sap. fun.;obs.;SPECIE;1
23;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Nehypochthonioidea;Nehypochthoniidae;Nehypochthonius;porosus;Nehypochthonius porosus;litter;gut;SPECIE;1
24;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Nehypochthonioidea;Nehypochthoniidae;Nehypochthonius;porosus;Nehypochthonius porosus;sap. fun.;gut;SPECIE;1
25;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Collohmannioidea;Collohmanniidae;;;COLLOHMANNIIDAE;litter;gut;FAMILY;1
26;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;m.fau;review;SPECIE;2
27;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;coll.;review;SPECIE;2
28;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;mites;review;SPECIE;2
29;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius ;cetratus;Arctoseius cetratus;larvae;review;SPECIE;2
30;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;sp.;Dendrolaelaps sp.;m.fau;review;GENERA;2
31;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;sp.;Dendrolaelaps sp.;coll.;review;GENERA;2
32;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;sp.;Dendrolaelaps sp.;larvae;review;GENERA;2
33;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;coll.;review;SPECIE;2
34;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;mites;review;SPECIE;2
35;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;angusta;Hypoaspis angusta;m.fau;review;SPECIE;2
36;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;angusta;Hypoaspis angusta;coll.;review;SPECIE;2
37;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;angusta;Hypoaspis angusta;mites;review;SPECIE;2
38;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;;;MACROCHELIDAE ;coll.;review;FAMILY;2
39;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;;;MACROCHELIDAE ;m.fau;review;FAMILY;2
40;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;;;MACROCHELIDAE ;eggs;review;FAMILY;2
41;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;;;MACROCHELIDAE ;larvae;review;FAMILY;2
42;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;;;MACROCHELIDAE ;enchy.;review;FAMILY;2
43;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;;;PARASITIDAE ;m.fau;review;FAMILY;2
44;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;;;PARASITIDAE ;coll.;review;FAMILY;2
45;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;;;PARASITIDAE ;mites;review;FAMILY;2
46;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;;;PARASITIDAE ;larvae;review;FAMILY;2
47;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Parholaspididae;Parholaspulus ;ochraeus;Parholaspulus ochraeus;m.fau;review;SPECIE;2
48;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Parholaspididae;Parholaspulus ;ochraeus;Parholaspulus ochraeus;coll.;review;SPECIE;2
49;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarellus;sp.;Rhodacarellus sp.;m.fau;review;GENERA;2
50;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarellus;sp.;Rhodacarellus sp.;coll.;review;GENERA;2
51;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarellus;sp.;Rhodacarellus sp.;larvae;review;GENERA;2
52;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarus;sp.;Rhodacarus sp.;m.fau;review;GENERA;2
53;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarus;sp.;Rhodacarus sp.;coll.;review;GENERA;2
54;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarus;sp.;Rhodacarus sp.;larvae;review;GENERA;2
55;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Veigaioidea;Veigaiidae;Veigaia;nemorensis;Veigaia nemorensis;coll.;review;SPECIE;2
56;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;coleoptrata;Achipteria coleoptrata;plant;enzymes;SPECIE;4
57;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;coleoptrata;Achipteria coleoptrata;litter;enzymes;SPECIE;4
58;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;coleoptrata;Achipteria coleoptrata;bac.;enzymes;SPECIE;4
59;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;punctata;Parachipteria punctata;plant;enzymes;SPECIE;4
60;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;punctata;Parachipteria punctata;litter;enzymes;SPECIE;4
61;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria ;punctata;Parachipteria punctata;bac.;enzymes;SPECIE;4
62;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;nitens;Achipteria nitens;plant;enzymes;SPECIE;4
63;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;nitens;Achipteria nitens;litter;enzymes;SPECIE;4
64;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;nitens;Achipteria nitens;bac.;enzymes;SPECIE;4
65;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;nitens;Achipteria nitens;myco.;enzymes;SPECIE;4
66;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Achipteria;nitens;Achipteria nitens;sap. fun.;enzymes;SPECIE;4
67;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Brachychthonioidea;Phthiracaridae;Steganacarus;magnus;Steganacarus magnus;plant;enzymes;SPECIE;4
68;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Brachychthonioidea;Phthiracaridae;Steganacarus;magnus;Steganacarus magnus;litter;enzymes;SPECIE;4
69;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronoides;;;Brachychthonioidea;Phthiracaridae;Steganacarus;magnus;Steganacarus magnus;bac.;enzymes;SPECIE;4
70;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;labyrinthicus;Carabodes labyrinthicus;plant;enzymes;SPECIE;4
71;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;labyrinthicus;Carabodes labyrinthicus;litter;enzymes;SPECIE;4
72;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;labyrinthicus;Carabodes labyrinthicus;bac.;enzymes;SPECIE;4
73;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;labyrinthicus;Carabodes labyrinthicus;myco.;enzymes;SPECIE;4
74;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;labyrinthicus;Carabodes labyrinthicus;sap. fun.;enzymes;SPECIE;4
75;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes ;mollicomus;Melanozetes mollicomus;bac.;enzymes;SPECIE;4
76;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes ;mollicomus;Melanozetes mollicomus;carrion;enzymes;SPECIE;4
77;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;trimaculatus;Trichoribates trimaculatus;plant;enzymes;SPECIE;4
78;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;trimaculatus;Trichoribates trimaculatus;litter;enzymes;SPECIE;4
79;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;trimaculatus;Trichoribates trimaculatus;bac.;enzymes;SPECIE;4
80;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;trimaculatus;Trichoribates trimaculatus;myco.;enzymes;SPECIE;4
81;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;trimaculatus;Trichoribates trimaculatus;sap. fun.;enzymes;SPECIE;4
82;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Chamobates;borealis;Chamobates borealis;sap. fun.;enzymes;SPECIE;4
83;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Chamobates;borealis;Chamobates borealis;myco.;enzymes;SPECIE;4
84;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Euzetidae;Euzetes;globulus;Euzetes globulus;plant;enzymes;SPECIE;4
85;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Euzetidae;Euzetes;globulus;Euzetes globulus;litter;enzymes;SPECIE;4
86;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Euzetidae;Euzetes;globulus;Euzetes globulus;bac.;enzymes;SPECIE;4
87;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Euzetidae;Euzetes;globulus;Euzetes globulus;myco.;enzymes;SPECIE;4
88;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Euzetidae;Euzetes;globulus;Euzetes globulus;sap. fun.;enzymes;SPECIE;4
89;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Punctoribatidae;Punctoribates;punctum;Punctoribates punctum;myco.;enzymes;SPECIE;4
90;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Punctoribatidae;Punctoribates;punctum;Punctoribates punctum;sap. fun.;enzymes;SPECIE;4
91;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;plant;enzymes;SPECIE;4
92;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;litter;enzymes;SPECIE;4
93;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;bac.;enzymes;SPECIE;4
94;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;biurus;Camisia biurus;plant;enzymes;SPECIE;4
95;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;biurus;Camisia biurus;litter;enzymes;SPECIE;4
96;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;biurus;Camisia biurus;bac.;enzymes;SPECIE;4
97;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;biurus;Camisia biurus;myco.;enzymes;SPECIE;4
98;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;biurus;Camisia biurus;sap. fun.;enzymes;SPECIE;4
99;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;spinifer;Camisia spinifer;plant;enzymes;SPECIE;4
100;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;spinifer;Camisia spinifer;litter;enzymes;SPECIE;4
101;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;spinifer;Camisia spinifer;bac.;enzymes;SPECIE;4
102;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;spinifer;Camisia spinifer;myco.;enzymes;SPECIE;4
103;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;spinifer;Camisia spinifer;sap. fun.;enzymes;SPECIE;4
104;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nanhermanniidae;Nanhermannia;elegantula;Nanhermannia elegantula;plant;enzymes;SPECIE;4
105;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nanhermanniidae;Nanhermannia;elegantula;Nanhermannia elegantula;litter;enzymes;SPECIE;4
106;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nanhermanniidae;Nanhermannia;elegantula;Nanhermannia elegantula;bac.;enzymes;SPECIE;4
107;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nanhermanniidae;Nanhermannia;elegantula;Nanhermannia elegantula;myco.;enzymes;SPECIE;4
108;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nanhermanniidae;Nanhermannia;elegantula;Nanhermannia elegantula;sap. fun.;enzymes;SPECIE;4
109;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;silvestris;Nothrus silvestris;plant;enzymes;SPECIE;4
110;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;silvestris;Nothrus silvestris;litter;enzymes;SPECIE;4
111;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;silvestris;Nothrus silvestris;bac.;enzymes;SPECIE;4
112;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;silvestris;Nothrus silvestris;myco.;enzymes;SPECIE;4
113;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;silvestris;Nothrus silvestris;sap. fun.;enzymes;SPECIE;4
114;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Spatiodamaeus;verticilipes;Spatiodamaeus verticilipes;myco.;enzymes;SPECIE;4
115;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Spatiodamaeus;verticilipes;Spatiodamaeus verticilipes;sap. fun.;enzymes;SPECIE;4
116;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Paradamaeus;clavipes;Paradamaeus clavipes;myco.;enzymes;SPECIE;4
117;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Paradamaeus;clavipes;Paradamaeus clavipes;sap. fun.;enzymes;SPECIE;4
118;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;plant;enzymes;SPECIE;4
119;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;litter;enzymes;SPECIE;4
120;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;bac.;enzymes;SPECIE;4
121;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;myco.;enzymes;SPECIE;4
122;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;sap. fun.;enzymes;SPECIE;4
123;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;plant;enzymes;SPECIE;4
124;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;litter;enzymes;SPECIE;4
125;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;bac.;enzymes;SPECIE;4
126;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;myco.;enzymes;SPECIE;4
127;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;sap. fun.;enzymes;SPECIE;4
128;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Galumnoidea;Galumnidae;Acrogalumna;longipluma;Acrogalumna longipluma;plant;enzymes;SPECIE;4
129;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Galumnoidea;Galumnidae;Acrogalumna;longipluma;Acrogalumna longipluma;litter;enzymes;SPECIE;4
130;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Galumnoidea;Galumnidae;Acrogalumna;longipluma;Acrogalumna longipluma;bac.;enzymes;SPECIE;4
131;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Galumnoidea;Galumnidae;Acrogalumna;longipluma;Acrogalumna longipluma;myco.;enzymes;SPECIE;4
132;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Galumnoidea;Galumnidae;Acrogalumna;longipluma;Acrogalumna longipluma;sap. fun.;enzymes;SPECIE;4
133;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pilogalumna;tenuiclaves;Pilogalumna tenuiclaves;plant;enzymes;SPECIE;4
134;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pilogalumna;tenuiclaves;Pilogalumna tenuiclaves;litter;enzymes;SPECIE;4
135;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pilogalumna;tenuiclaves;Pilogalumna tenuiclaves;bac.;enzymes;SPECIE;4
136;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pilogalumna;tenuiclaves;Pilogalumna tenuiclaves;myco.;enzymes;SPECIE;4
